date,approval_date,increase_amount,label
3/13/2017,44.53927,-0.227419999999995,-2
3/12/2017,44.76669,0.0831899999999948,1
3/11/2017,44.6835,0.173210000000005,1
3/10/2017,44.51029,0.257349999999995,2
3/9/2017,44.25294,-0.0867999999999967,-1
3/8/2017,44.33974,-0.00576000000000221,-1
3/7/2017,44.3455,0.261789999999998,2
3/6/2017,44.08371,0.146780000000007,1
3/5/2017,43.93693,0.0346699999999984,1
3/4/2017,43.90226,0,0
3/3/2017,43.90226,0.191989999999997,1
3/2/2017,43.71027,-0.0447799999999958,-1
3/1/2017,43.75505,0.816189999999999,2
2/28/2017,42.93886,-0.0315599999999989,-1
2/27/2017,42.97042,0.0280799999999957,1
2/26/2017,42.94234,-0.0501299999999958,-1
2/25/2017,42.99247,-0.108860000000000,-1
2/24/2017,43.10133,0.100709999999999,1
2/23/2017,43.00062,0.455210000000001,2
2/22/2017,42.54541,-1.11962000000000,-2
2/21/2017,43.66503,-0.171239999999997,-1
2/20/2017,43.83627,-0.269199999999998,-2
2/19/2017,44.10547,-0.206060000000001,-2
2/18/2017,44.31153,-0.152630000000002,-1
2/17/2017,44.46416,-0.112769999999998,-1
2/16/2017,44.57693,0.0841199999999986,1
2/15/2017,44.49281,0.0210399999999993,1
2/14/2017,44.47177,1.00935000000000,2
2/13/2017,43.46242,-0.843229999999998,-2
2/12/2017,44.30565,-0.117829999999998,-1
2/11/2017,44.42348,0.141919999999999,1
2/10/2017,44.28156,-0.0642600000000044,-1
2/9/2017,44.34582,-0.159089999999999,-1
2/8/2017,44.50491,-0.155040000000000,-1
2/7/2017,44.65995,0.237390000000005,2
2/6/2017,44.42256,-0.0148600000000059,-1
2/5/2017,44.43742,0.199960000000004,1
2/4/2017,44.23746,0.0240499999999955,1
2/3/2017,44.21341,-0.597829999999995,-2
2/2/2017,44.81124,0.0178299999999965,1
2/1/2017,44.79341,0.452930000000002,2
1/31/2017,44.34048,0.241450000000000,2
1/30/2017,44.09903,-0.0468600000000023,-1
1/29/2017,44.14589,0.270620000000001,2
1/28/2017,43.87527,-0.260590000000001,-2
1/27/2017,44.13586,-0.240119999999997,-2
1/26/2017,44.37598,-3.38899000000000,-2
1/25/2017,47.76497,2.32233000000000,2
1/24/2017,45.44264,-0.0242900000000006,-1
1/23/2017,45.46693,0,0
